id	al_len	cons_fr	gap_fr	fpr30	fpr50	fpr70	tpr30	tpr50	tpr70	tfpr30	tfpr50	tfpr70	pq	tr_len	ols	ols_n	fm	bme	topo	max_dist	mean_dist	fastme	rfd	cd	category
25_PF00173_3	108	0.1667	0.1389	0.0247	0.0439	0.0695	0.0529	0.0923	0.1426	0.0484	0.0835	0.1277	1878743	0.3217	9.3757	1.8268e+01	6.1598	0.013	10679	1.6496	0.7164	1509.0	0.5909	2.4358	bad
25_PF00173_4	77	0.1429	0.0390	0.0278	0.0500	0.0810	0.0610	0.1134	0.1844	0.0488	0.0863	0.1351	773349	0.3643	11.5992	3.5353e+01	7.9936	0.015	8887	1.2722	0.5728	1333.0	0.6364	1.9044	bad
25_PF00177_1	156	0.6026	0.0000	0.0213	0.0479	0.0771	0.0678	0.1351	0.2298	0.0579	0.1013	0.1645	662758	0.2732	11.6072	8.4072e+02	11.5098	0.011	10381	0.2993	0.1175	1610.0	0.2727	1.7321	n
25_PF00179_1	174	0.1034	0.5920	0.0260	0.0471	0.0782	0.0642	0.1210	0.1982	0.0540	0.0918	0.1470	1409939	0.3811	10.9439	3.8321e+01	8.8626	0.015	9435	1.4696	0.5344	1501.0	0.4091	1.4119	n
25_PF00179_2	142	0.5000	0.2606	0.0190	0.0369	0.0619	0.0505	0.1019	0.1967	0.0528	0.1014	0.1675	530866	0.2684	6.8616	4.2947e+02	6.7838	0.011	10410	0.2518	0.1264	1702.0	0.6364	2.8296	bad
25_PF00179_3	167	0.2695	0.1317	0.0175	0.0320	0.0511	0.0379	0.0679	0.1066	0.0485	0.0823	0.1248	1958358	0.2950	3.2525	1.5036e+01	2.7450	0.012	11354	0.7595	0.4651	1850.0	0.5455	1.9131	bad
25_PF00179_4	145	0.3034	0.1241	0.0181	0.0347	0.0568	0.0391	0.0692	0.1185	0.0436	0.0764	0.1196	2009169	0.3031	4.4729	3.0255e+01	3.8381	0.012	11209	0.7004	0.3845	1819.0	0.4091	1.4259	n
25_PF00179_5	155	0.3226	0.0194	0.0141	0.0259	0.0433	0.0321	0.0580	0.0951	0.0487	0.0854	0.1344	2044378	0.2537	3.1027	1.9247e+01	2.7713	0.010	11661	0.9355	0.4015	1948.0	0.2727	1.5275	n
25_PF00183_1	538	0.2546	0.3848	0.0142	0.0258	0.0411	0.0332	0.0601	0.0970	0.0502	0.0887	0.1340	4269678	0.3254	1.9695	2.5724e+01	1.8283	0.013	11475	0.5782	0.2767	2007.0	0.1818	0.9899	good
25_PF00189_1	85	0.6471	0.0000	0.0006	0.0055	0.0145	0.0145	0.0702	0.1452	0.0308	0.1499	0.3130	337275	0.2145	4.7427	3.0746e+02	4.6679	0.009	10510	0.3279	0.1242	1474.0	0.5909	3.1896	bad
25_PF00198_1	235	0.2085	0.6170	0.0206	0.0387	0.0671	0.0597	0.1064	0.1764	0.0594	0.0993	0.1547	1585199	0.3189	7.9361	1.6487e+02	7.6221	0.013	9974	0.5130	0.2194	1382.0	0.6818	2.7203	bad
25_PF00198_2	258	0.2287	0.1124	0.0186	0.0333	0.0527	0.0398	0.0724	0.1205	0.0493	0.0859	0.1343	2954774	0.3178	2.7190	1.2569e+01	2.2662	0.013	11840	0.9164	0.4651	2032.0	0.1364	1.1690	good
25_PF00202_1	346	0.2052	0.3526	0.0152	0.0281	0.0456	0.0324	0.0568	0.0948	0.0452	0.0775	0.1200	4202140	0.2913	3.3206	1.7036e+01	2.7517	0.012	12006	0.6867	0.4415	1986.0	0.0909	0.7483	good
25_PF00206_1	335	0.4478	0.0179	0.0147	0.0262	0.0414	0.0269	0.0503	0.0787	0.0428	0.0745	0.1091	3135395	0.3312	1.7263	2.0136e+01	1.5921	0.013	11906	0.4403	0.2928	1998.0	0.3636	1.6872	n
25_PF00206_2	325	0.1292	0.6123	0.0144	0.0268	0.0442	0.0434	0.0842	0.1558	0.0647	0.1211	0.1957	4345831	0.2742	2.7933	1.3812e+01	2.3126	0.011	11758	0.7677	0.4497	1804.0	0.4545	1.8815	bad
25_PF00206_3	301	0.2226	0.1262	0.0159	0.0295	0.0466	0.0315	0.0611	0.1006	0.0448	0.0818	0.1262	3697469	0.3164	2.4908	8.7578e+00	1.9346	0.013	11528	0.7577	0.5333	1934.0	0.4091	1.7436	n
25_PF00224_1	355	0.3324	0.2282	0.0168	0.0292	0.0461	0.0481	0.0864	0.1410	0.0677	0.1192	0.1828	3457952	0.3094	1.7773	1.8293e+01	1.6239	0.012	12046	0.4879	0.3117	2037.0	0.1818	0.8327	good
25_PF00225_1	436	0.2569	0.3440	0.0137	0.0261	0.0444	0.0398	0.0801	0.1351	0.0616	0.1136	0.1754	3895525	0.3426	2.2794	1.7279e+01	2.0753	0.014	11153	0.7680	0.3632	2006.0	0.3182	1.1916	good
25_PF00227_10	183	0.4536	0.0055	0.0163	0.0313	0.0516	0.0494	0.0871	0.1537	0.0606	0.1067	0.1712	1307871	0.2825	3.3978	5.9684e+01	3.2554	0.011	10834	0.5477	0.2386	1887.0	0.3636	2.1525	n
25_PF00227_11	203	0.1626	0.4483	0.0177	0.0323	0.0510	0.0441	0.0805	0.1445	0.0563	0.0970	0.1627	2532757	0.2813	3.8122	2.0305e+01	3.2931	0.011	11611	0.7940	0.4333	1910.0	0.1818	0.8406	good
25_PF00227_12	184	0.4239	0.2283	0.0194	0.0354	0.0590	0.0691	0.1374	0.2311	0.0735	0.1363	0.2413	1780180	0.2572	6.9476	1.6388e+02	6.6810	0.010	10393	0.4843	0.2059	1735.0	0.3636	1.9613	n
25_PF00227_1	189	0.1429	0.6190	0.0213	0.0388	0.0627	0.0689	0.1192	0.2011	0.0662	0.1163	0.1730	3902024	0.2577	8.2132	8.3996e+01	7.5854	0.010	11326	0.6600	0.3127	1752.0	0.4545	1.9425	bad
25_PF00227_2	197	0.4061	0.1117	0.0146	0.0264	0.0431	0.0296	0.0564	0.0963	0.0462	0.0813	0.1349	1747435	0.2707	2.6472	4.4979e+01	2.5149	0.011	11901	0.5773	0.2426	1952.0	0.3636	1.5253	n
25_PF00227_3	204	0.2157	0.3627	0.0216	0.0390	0.0651	0.0458	0.0828	0.1453	0.0472	0.0794	0.1241	1616208	0.2993	8.6641	1.0980e+02	8.0679	0.012	11045	0.7022	0.2809	1751.0	0.3636	1.5232	n
25_PF00227_4	184	0.0326	0.7772	0.0180	0.0319	0.0510	0.0414	0.0731	0.1242	0.0497	0.0900	0.1405	2764437	0.2881	6.2218	1.8930e+01	5.3883	0.012	11655	1.1422	0.5733	1841.0	0.6364	2.6217	bad
25_PF00227_5	210	0.3048	0.1143	0.0152	0.0282	0.0452	0.0385	0.0724	0.1224	0.0591	0.0956	0.1570	3084102	0.2444	2.8213	1.1789e+01	2.2763	0.010	11794	0.8366	0.4892	1917.0	0.2727	1.4048	n
25_PF00227_6	190	0.4316	0.0263	0.0184	0.0331	0.0540	0.0441	0.0793	0.1338	0.0522	0.0903	0.1453	1206324	0.2935	3.7631	8.3808e+01	3.6546	0.012	11361	0.4311	0.2119	1968.0	0.3636	1.5642	n
25_PF00227_7	213	0.2019	0.2911	0.0172	0.0314	0.0502	0.0437	0.0827	0.1387	0.0556	0.0997	0.1561	4181995	0.2608	5.6201	2.4536e+01	4.8475	0.010	12120	0.9321	0.4786	1992.0	0.1818	0.7348	good
25_PF00227_8	194	0.2732	0.2113	0.0095	0.0190	0.0320	0.0265	0.0586	0.1578	0.0574	0.1108	0.2401	1983434	0.2661	3.3685	3.7478e+01	3.2143	0.011	11381	0.7094	0.2998	1840.0	0.4545	1.8886	bad
25_PF00227_9	215	0.2233	0.1302	0.0174	0.0321	0.0523	0.0382	0.0669	0.1086	0.0481	0.0840	0.1275	2863771	0.3186	4.2073	1.0788e+01	2.9486	0.013	11243	0.9766	0.6245	1822.0	0.3182	1.7166	n
25_PF00230_1	296	0.0068	0.7095	0.0162	0.0290	0.0473	0.0375	0.0748	0.1258	0.0532	0.0872	0.1495	7144426	0.2845	5.5473	2.8757e+00	1.7484	0.011	11357	2.5372	1.3889	1835.0	0.6364	2.7761	bad
25_PF00237_1	134	0.0000	0.9552	0.0400	0.0783	0.1441	0.0954	0.1792	0.3315	0.0391	0.0710	0.1022	3422454	0.2525	98.7015	5.5018e+01	27.4349	0.010	10313	3.6870	1.3394	1781.0	0.5000	2.1726	bad
25_PF00237_2	136	0.3603	0.0000	0.0174	0.0320	0.0532	0.0382	0.0734	0.1154	0.0482	0.0837	0.1328	1721609	0.2545	4.6554	3.5252e+01	4.3185	0.010	11262	0.7287	0.3634	1785.0	0.4091	2.4739	n
25_PF00238_1	122	0.5164	0.0984	0.0194	0.0448	0.0687	0.0563	0.1024	0.1843	0.0525	0.0946	0.1700	653059	0.2517	8.9966	3.9042e+02	8.8626	0.010	11452	0.2984	0.1518	1751.0	0.4545	1.5144	bad
25_PF00238_2	159	0.1635	0.2013	0.0208	0.0378	0.0603	0.0423	0.0769	0.1224	0.0450	0.0799	0.1208	2437627	0.2847	4.2981	1.2750e+01	3.2867	0.011	11711	0.9567	0.5806	1917.0	0.4091	1.3614	good
25_PF00240_1	69	0.3188	0.0000	0.0000	0.0000	0.0163	0.0000	0.0277	0.0745	0.0000	0.0491	0.1208	1330470	0.1809	6.1623	3.0003e+01	5.7129	0.007	9555	0.8129	0.4532	1197.0	0.8182	2.7337	bad
25_PF00241_1	155	0.0258	0.4065	0.0183	0.0327	0.0517	0.0445	0.0817	0.1309	0.0554	0.0949	0.1481	2899353	0.2936	6.1568	6.2376e+00	3.5777	0.012	11347	2.6018	0.9935	1827.0	0.5455	2.5495	bad
25_PF00241_2	157	0.0064	0.4713	0.0244	0.0435	0.0704	0.0509	0.0932	0.1557	0.0503	0.0815	0.1208	3044372	0.3127	14.3358	5.9732e+00	3.5495	0.013	11333	2.7941	1.5492	1972.0	0.4545	1.8457	bad
25_PF00244_1	238	0.5168	0.0588	0.0158	0.0297	0.0482	0.0364	0.0684	0.1099	0.0492	0.0854	0.1342	1685811	0.2725	2.6478	5.5006e+01	2.5109	0.011	11291	0.4035	0.2194	1959.0	0.5000	2.4658	bad
25_PF00249_1	48	0.1250	0.0833	0.0359	0.0669	0.1057	0.0696	0.1322	0.2081	0.0435	0.0766	0.1174	575345	0.3422	15.6624	5.7524e+01	12.5899	0.014	10092	2.0952	0.5218	1538.0	0.7727	2.3917	bad
25_PF00250_1	138	0.0362	0.3696	0.0204	0.0369	0.0597	0.0383	0.0704	0.1215	0.0448	0.0735	0.1117	2499405	0.2856	8.0074	5.0118e+00	2.9842	0.011	11849	2.4718	1.2640	1996.0	0.7273	2.7055	bad
25_PF00252_1	163	0.6442	0.0000	0.0145	0.0300	0.0506	0.0321	0.0642	0.1160	0.0434	0.0791	0.1240	1282571	0.2238	6.2140	1.9136e+02	6.0395	0.009	10858	0.2956	0.1802	1841.0	0.5909	2.8994	bad
25_PF00252_2	139	0.1942	0.0288	0.0156	0.0291	0.0493	0.0380	0.0720	0.1146	0.0510	0.0903	0.1416	3013311	0.2390	5.9588	1.0753e+01	3.9379	0.010	11858	1.2760	0.7444	1930.0	0.4091	1.9201	n
25_PF00254_1	91	0.3626	0.0110	0.0239	0.0450	0.0737	0.0580	0.1086	0.1811	0.0524	0.0945	0.1487	963305	0.2882	5.6087	3.9399e+01	4.8921	0.012	11559	0.6456	0.3773	1947.0	0.3636	1.8403	n
25_PF00255_1	112	0.2768	0.0357	0.0286	0.0540	0.0858	0.0518	0.0968	0.1586	0.0428	0.0731	0.1031	1472585	0.3425	7.7722	2.8188e+01	6.0952	0.014	10860	0.8918	0.5251	1661.0	0.5000	3.1906	bad
25_PF00258_1	155	0.2000	0.0774	0.0235	0.0421	0.0662	0.0418	0.0750	0.1195	0.0414	0.0710	0.1031	1654635	0.3367	4.0333	1.8839e+01	3.3249	0.013	11122	0.8147	0.4627	1691.0	0.6364	1.9408	bad
25_PF00266_1	370	0.1568	0.3189	0.0174	0.0318	0.0502	0.0320	0.0584	0.0896	0.0422	0.0712	0.1048	4626061	0.3385	3.5542	1.0536e+01	2.7091	0.014	11064	1.0046	0.5808	1778.0	0.1818	1.0033	good
25_PF00266_2	382	0.4450	0.0576	0.0161	0.0287	0.0452	0.0354	0.0644	0.1066	0.0499	0.0802	0.1216	2894627	0.3338	2.8884	4.6251e+01	2.7617	0.013	11310	0.4405	0.2499	1755.0	0.3636	1.4095	n
25_PF00268_1	283	0.4982	0.0035	0.0173	0.0306	0.0483	0.0476	0.0934	0.1591	0.0629	0.1134	0.1923	1953373	0.3115	3.2598	6.4967e+01	3.1266	0.012	11559	0.4111	0.2240	1906.0	0.3636	1.7851	n
25_PF00271_10	47	0.2766	0.1064	0.0245	0.0489	0.0849	0.0973	0.1930	0.3189	0.0708	0.1385	0.2379	413914	0.2531	10.1985	9.8117e+01	9.2968	0.010	11196	0.7250	0.3224	1855.0	0.5000	2.0183	bad
25_PF00271_11	96	0.1771	0.2396	0.0243	0.0448	0.0723	0.0513	0.0888	0.1346	0.0469	0.0757	0.1121	1315034	0.3252	9.6844	2.4808e+01	7.4301	0.013	10803	1.2752	0.6248	1604.0	0.5455	2.4900	bad
25_PF00271_12	78	0.6282	0.0000	0.0146	0.0514	0.0859	0.0952	0.1678	0.2733	0.0624	0.1185	0.2036	226593	0.3144	15.1016	1.0664e+03	14.9500	0.013	8439	0.3218	0.1190	1474.0	0.6364	2.6944	bad
25_PF00271_13	92	0.5761	0.1957	0.0132	0.0406	0.0702	0.0722	0.1143	0.2018	0.0571	0.1084	0.1779	598806	0.2255	28.4627	1.0518e+03	28.2671	0.009	11713	0.3048	0.1645	1854.0	0.4091	1.6713	n
25_PF00271_14	78	0.6026	0.0000	0.0022	0.0150	0.0435	0.0376	0.0852	0.1719	0.0517	0.1129	0.2153	452722	0.2748	3.3754	1.1490e+02	3.2709	0.011	10616	0.3834	0.1714	1546.0	0.6364	2.7893	bad
25_PF00271_15	80	0.4250	0.0375	0.0194	0.0389	0.0636	0.0399	0.0777	0.1332	0.0411	0.0750	0.1289	686305	0.3084	7.9850	1.1353e+02	7.6790	0.012	10932	0.8859	0.2652	1439.0	0.7727	2.0928	bad
25_PF00271_16	81	0.6049	0.0000	0.0301	0.0575	0.0946	0.0634	0.1158	0.1903	0.0423	0.0789	0.1190	328537	0.3311	14.1185	4.5424e+02	13.8448	0.013	10205	0.3438	0.1763	1563.0	0.5909	2.3310	bad
25_PF00271_17	90	0.3778	0.2111	0.0256	0.0456	0.0728	0.0539	0.0992	0.1585	0.0454	0.0835	0.1307	1189383	0.2858	8.9121	4.5515e+01	8.0136	0.011	11779	0.6930	0.4425	2012.0	0.4091	1.4922	n
25_PF00271_18	86	0.5116	0.0465	0.0198	0.0439	0.0707	0.0526	0.1150	0.1910	0.0480	0.0959	0.1565	399688	0.3079	7.6456	2.5224e+02	7.4287	0.012	10294	0.4170	0.1741	1678.0	0.5000	1.7870	bad
25_PF00271_19	90	0.1444	0.1556	0.0196	0.0364	0.0593	0.0375	0.0675	0.1125	0.0430	0.0712	0.1055	1575855	0.2713	6.7005	8.9283e+00	3.4316	0.011	11147	1.4566	0.8663	1838.0	0.6364	2.8390	bad
25_PF00271_1	89	0.2584	0.0674	0.0266	0.0487	0.0754	0.0532	0.0989	0.1566	0.0462	0.0815	0.1223	1208108	0.3336	6.2455	2.2530e+01	5.0056	0.013	10857	0.8704	0.5265	1757.0	0.5000	1.3614	n
25_PF00271_20	80	0.1625	0.0750	0.0266	0.0479	0.0769	0.0514	0.0931	0.1484	0.0458	0.0774	0.1130	1301932	0.3246	8.1173	1.2011e+01	4.6613	0.013	10477	1.4316	0.8221	1820.0	0.7273	2.1463	bad
25_PF00271_2	102	0.2157	0.2941	0.0260	0.0468	0.0735	0.0518	0.0934	0.1542	0.0440	0.0767	0.1193	889717	0.3738	8.1157	2.7770e+01	6.5639	0.015	10188	1.1153	0.5406	1480.0	0.7273	2.5206	bad
25_PF00271_3	88	0.4659	0.0795	0.0214	0.0434	0.0731	0.0644	0.1223	0.1960	0.0531	0.0959	0.1631	620779	0.3121	4.8610	7.4932e+01	4.5368	0.012	10996	0.5128	0.2547	1891.0	0.3182	1.1431	good
25_PF00271_4	85	0.6471	0.0353	0.0132	0.0430	0.0847	0.0553	0.1069	0.1713	0.0401	0.0779	0.1213	691396	0.2004	15.9829	4.8732e+02	15.3597	0.008	11278	0.2933	0.1811	1997.0	0.3636	1.4720	n
25_PF00271_5	78	0.6667	0.0000	0.0074	0.0295	0.0520	0.0226	0.0790	0.1400	0.0350	0.0773	0.1403	533047	0.2341	7.2313	2.6401e+02	6.9693	0.009	11134	0.3230	0.1655	1628.0	0.5455	1.6432	bad
25_PF00271_6	94	0.4362	0.0319	0.0215	0.0404	0.0662	0.0548	0.1078	0.1774	0.0551	0.1026	0.1584	918503	0.2869	3.9560	4.0665e+01	3.6094	0.011	11361	0.4986	0.3119	1952.0	0.3182	1.6513	n
25_PF00271_7	78	0.2436	0.0769	0.0174	0.0347	0.0591	0.0439	0.0821	0.1340	0.0484	0.0831	0.1279	1089256	0.2778	9.7302	3.7943e+01	7.5137	0.011	11089	1.1775	0.5064	1984.0	0.3636	1.5449	n
25_PF00271_8	90	0.2444	0.2000	0.0263	0.0476	0.0762	0.0610	0.1107	0.1762	0.0526	0.0923	0.1353	1257505	0.2953	6.9768	3.1895e+01	5.8735	0.012	11066	0.8690	0.4677	1699.0	0.4545	1.6593	bad
25_PF00271_9	101	0.6238	0.0693	0.0266	0.0525	0.0909	0.0891	0.1556	0.2538	0.0598	0.1183	0.1856	498051	0.3088	11.3543	6.3234e+02	11.1990	0.012	10528	0.2601	0.1340	1664.0	0.4091	1.3241	good
25_PF00276_1	80	0.3750	0.0000	0.0163	0.0332	0.0558	0.0539	0.1021	0.1529	0.0594	0.1036	0.1658	1031258	0.2288	9.1765	7.5556e+01	8.6782	0.009	10481	0.7306	0.3485	1710.0	0.4545	2.0412	bad
25_PF00281_1	54	0.7222	0.0370	0.0029	0.0152	0.0670	0.0367	0.1615	0.2536	0.0351	0.1100	0.2038	188980	0.2424	12.5387	1.6452e+03	12.4458	0.010	9588	0.2554	0.0873	1213.0	0.5455	3.0100	bad
25_PF00293_1	182	0.1044	0.3791	0.0230	0.0413	0.0654	0.0448	0.0792	0.1280	0.0449	0.0759	0.1142	2234148	0.3425	5.6174	8.2433e+00	3.3658	0.014	11337	1.5069	0.8255	1878.0	0.5455	1.9253	bad
25_PF00293_2	315	0.0286	0.8190	0.0301	0.0561	0.0938	0.0681	0.1303	0.2078	0.0503	0.0848	0.1221	2999769	0.3196	14.9464	1.9643e+01	8.7551	0.013	10698	1.6798	0.8723	1816.0	0.4091	1.5620	n
25_PF00293_3	139	0.1655	0.1871	0.0229	0.0414	0.0665	0.0500	0.0909	0.1457	0.0497	0.0836	0.1261	2301128	0.3204	7.5705	1.0371e+01	4.3864	0.013	11081	1.4023	0.8544	1763.0	0.3636	1.3952	n
25_PF00294_1	433	0.0000	0.9885	0.0201	0.0383	0.0626	0.0462	0.0831	0.1483	0.0518	0.0871	0.1291	7888101	0.3250	12.1714	7.4149e+00	5.1341	0.013	11392	2.4971	1.2812	1844.0	0.4545	1.8019	bad
25_PF00294_2	352	0.1477	0.1449	0.0182	0.0318	0.0496	0.0441	0.0789	0.1267	0.0564	0.0946	0.1477	5185796	0.3282	2.8987	6.5253e+00	1.9147	0.013	11788	1.1315	0.6665	2013.0	0.2273	1.5449	n
25_PF00297_1	291	0.5052	0.0069	0.0160	0.0283	0.0444	0.0354	0.0620	0.0974	0.0491	0.0871	0.1318	2043953	0.3098	2.2647	4.9406e+01	2.1814	0.012	11316	0.3323	0.2141	1759.0	0.4091	1.3904	n
25_PF00298_1	86	0.1163	0.2442	0.0250	0.0458	0.0727	0.0467	0.0857	0.1399	0.0423	0.0726	0.1088	1622782	0.2888	8.1216	1.3106e+01	5.3714	0.012	11188	1.2050	0.7872	1858.0	0.5455	1.6872	bad
25_PF00300_1	165	0.2909	0.3030	0.0203	0.0386	0.0636	0.0413	0.0738	0.1277	0.0443	0.0758	0.1181	1566353	0.3004	5.0380	4.8260e+01	4.5565	0.012	11466	0.6461	0.3231	1988.0	0.1818	1.0677	good
25_PF00300_2	253	0.0237	0.5968	0.0241	0.0431	0.0693	0.0599	0.1031	0.1643	0.0555	0.0948	0.1391	4742065	0.2926	16.9563	5.3601e+00	3.6295	0.012	11078	3.2032	1.7786	1833.0	0.7727	1.8938	bad
25_PF00300_3	266	0.0376	0.6203	0.0202	0.0361	0.0565	0.0381	0.0704	0.1175	0.0436	0.0738	0.1160	4209614	0.3594	6.9968	4.6353e+00	2.8345	0.014	10764	2.8516	1.2286	1767.0	0.5000	2.2760	bad
25_PF00303_1	341	0.2493	0.3460	0.0198	0.0362	0.0582	0.0371	0.0680	0.1066	0.0428	0.0740	0.1103	4105040	0.3224	4.1761	2.2315e+01	3.4844	0.013	11318	0.6401	0.4326	1899.0	0.5455	1.8547	bad
25_PF00306_1	105	0.4952	0.0857	0.0275	0.0506	0.0811	0.0541	0.0980	0.1587	0.0441	0.0775	0.1169	848491	0.3346	8.0041	1.1537e+02	7.5816	0.013	10549	0.4610	0.2634	1668.0	0.4545	2.2730	bad
25_PF00306_2	119	0.3277	0.1681	0.0245	0.0450	0.0709	0.0492	0.0881	0.1382	0.0452	0.0784	0.1149	1504626	0.3321	6.2934	4.1165e+01	5.6716	0.013	11116	0.7565	0.3910	1584.0	0.6818	2.3108	bad
25_PF00306_3	114	0.5088	0.0439	0.0179	0.0347	0.0581	0.0463	0.0908	0.1481	0.0516	0.0914	0.1457	1111624	0.2521	6.2156	9.7800e+01	6.0183	0.010	11010	0.4882	0.2521	1889.0	0.3636	1.3140	good
25_PF00312_1	87	0.4943	0.1149	0.0214	0.0497	0.0807	0.0782	0.1270	0.2145	0.0570	0.0973	0.1639	407091	0.2863	10.2147	5.1599e+02	10.0946	0.011	11181	0.4329	0.1407	1806.0	0.5909	1.9900	bad
25_PF00317_1	73	0.2329	0.3973	0.0321	0.0612	0.1011	0.0834	0.1593	0.2950	0.0510	0.0997	0.1643	456899	0.3052	10.8403	2.2582e+02	10.4365	0.012	10325	0.4916	0.2191	1709.0	0.6364	2.3381	bad
25_PF00318_1	101	0.4554	0.0099	0.0199	0.0445	0.0755	0.0672	0.1158	0.1908	0.0575	0.0986	0.1622	644761	0.2821	6.4658	1.6004e+02	6.2380	0.011	10493	0.4873	0.2010	1734.0	0.3182	1.6971	n
25_PF00318_2	75	0.5200	0.0133	0.0099	0.0452	0.0863	0.0863	0.1430	0.2306	0.0698	0.1159	0.1788	433408	0.2790	14.6257	5.8513e+02	14.4789	0.011	10823	0.3992	0.1581	1519.0	0.4545	2.1008	bad
25_PF00319_1	51	0.4118	0.0196	0.0028	0.0139	0.0360	0.0218	0.0876	0.1887	0.0342	0.1069	0.2176	346059	0.2846	5.3230	1.1018e+02	4.9752	0.011	10304	0.6422	0.2198	1624.0	0.6364	2.8810	bad
25_PF00320_1	36	0.5000	0.0278	0.0000	0.0182	0.0590	0.0215	0.0935	0.1729	0.0198	0.0852	0.1620	449587	0.2995	5.1666	3.1796e+01	4.1021	0.012	10976	1.0312	0.4031	1430.0	0.9091	3.1262	bad
25_PF00320_2	35	0.4571	0.2286	0.0052	0.0285	0.0709	0.0339	0.1196	0.2110	0.0293	0.0927	0.1793	223888	0.3294	8.4130	1.4679e+02	7.9013	0.013	9672	0.5940	0.2394	1175.0	0.8636	3.3596	bad
25_PF00342_1	503	0.2187	0.4970	0.0141	0.0252	0.0410	0.0428	0.0798	0.1220	0.0652	0.1156	0.1740	5142614	0.3133	2.3227	2.0598e+01	2.0559	0.013	11672	0.6577	0.3358	1800.0	0.3182	1.3166	good
25_PF00347_1	84	0.3333	0.0595	0.0272	0.0497	0.0805	0.0554	0.1013	0.1683	0.0442	0.0809	0.1264	995706	0.3181	6.0350	3.7419e+01	5.2441	0.013	11036	0.8637	0.4016	1850.0	0.4545	1.7981	bad
25_PF00347_2	78	0.2436	0.0769	0.0209	0.0402	0.0656	0.0581	0.1048	0.1866	0.0562	0.0956	0.1601	1273742	0.2833	6.8872	2.3445e+01	5.7493	0.011	11478	1.1735	0.5420	1726.0	0.3636	1.9374	n
25_PF00348_1	313	0.0831	0.6038	0.0181	0.0319	0.0501	0.0342	0.0570	0.0936	0.0423	0.0718	0.1071	3442942	0.3724	2.7260	5.8694e+00	1.8054	0.015	11209	1.1444	0.6815	1750.0	0.4091	1.6852	n
25_PF00348_2	310	0.0000	1.0000	0.0229	0.0423	0.0694	0.0462	0.0877	0.1444	0.0368	0.0641	0.0968	2753053	0.3389	38.2600	1.9234e+02	29.5538	0.014	10140	2.2451	0.4460	1285.0	0.5000	1.8565	bad
25_PF00348_3	295	0.3593	0.1017	0.0170	0.0303	0.0484	0.0383	0.0705	0.1100	0.0509	0.0911	0.1330	3320581	0.3127	2.5129	1.4171e+01	2.0951	0.013	11427	0.6694	0.4211	1856.0	0.2727	1.3711	n
25_PF00350_1	207	0.2271	0.1643	0.0140	0.0266	0.0448	0.0399	0.0731	0.1227	0.0568	0.1004	0.1591	2134656	0.2986	2.6609	1.5661e+01	2.2798	0.012	11332	0.8740	0.4122	2010.0	0.3636	1.3638	good
25_PF00350_2	183	0.4372	0.0437	0.0187	0.0336	0.0540	0.0461	0.0850	0.1465	0.0560	0.0973	0.1585	1362554	0.3222	3.4108	4.7031e+01	3.0961	0.013	11063	0.5599	0.2693	1827.0	0.3182	1.2329	good
25_PF00365_1	328	0.2866	0.2256	0.0153	0.0275	0.0442	0.0428	0.0739	0.1201	0.0561	0.1028	0.1566	3936554	0.2994	2.5142	1.6049e+01	2.1871	0.012	11827	0.6348	0.3958	2011.0	0.2273	1.3687	n
25_PF00365_2	302	0.2450	0.0331	0.0114	0.0214	0.0362	0.0302	0.0539	0.0869	0.0532	0.0956	0.1410	4960026	0.2556	1.8508	5.9039e+00	1.4159	0.010	12139	0.8908	0.5599	2082.0	0.2273	1.1888	good
25_PF00366_1	71	0.1690	0.0282	0.0222	0.0500	0.0878	0.0754	0.1381	0.2456	0.0549	0.1030	0.1613	359364	0.4024	12.3446	1.2269e+02	11.7053	0.016	10290	2.2346	0.3172	1284.0	0.8182	2.6508	bad
25_PF00378_1	355	0.0310	0.6845	0.0230	0.0412	0.0662	0.0541	0.0980	0.1634	0.0545	0.0940	0.1439	5295505	0.3524	8.2452	1.0539e+01	4.9255	0.014	11253	2.5962	0.8845	1855.0	0.6364	2.1024	bad
25_PF00382_1	73	0.0822	0.0411	0.0180	0.0357	0.0617	0.0498	0.0996	0.1768	0.0553	0.0988	0.1580	1763800	0.2255	9.3427	1.1819e+01	5.6958	0.009	11756	1.6020	0.8891	1938.0	0.3182	1.5210	n
25_PF00382_2	75	0.1733	0.0133	0.0158	0.0315	0.0530	0.0500	0.0958	0.1660	0.0637	0.1145	0.1783	1143961	0.2605	4.2069	1.3391e+01	3.1664	0.010	10779	1.0026	0.5605	1916.0	0.3182	1.3663	n
25_PF00383_1	168	0.0595	0.5595	0.0265	0.0475	0.0750	0.0522	0.0996	0.1671	0.0445	0.0840	0.1326	1669758	0.3725	6.9749	1.0447e+01	4.0557	0.015	10913	1.6959	0.8171	1633.0	0.6364	1.8744	bad
25_PF00383_2	175	0.0571	0.5086	0.0247	0.0450	0.0739	0.0578	0.1026	0.1644	0.0531	0.0872	0.1257	2752526	0.3038	11.3400	9.3498e+00	4.8568	0.012	10793	2.6656	1.1013	1754.0	0.5000	1.7814	bad
25_PF00383_3	146	0.2260	0.4521	0.0211	0.0386	0.0620	0.0490	0.0842	0.1327	0.0500	0.0818	0.1236	1089420	0.3293	3.8784	3.3140e+01	3.4805	0.013	11022	0.8282	0.3421	1805.0	0.2727	1.2275	good
