id	al_len	cons_fr	gap_fr	fpr30	fpr50	fpr70	tpr30	tpr50	tpr70	tfpr30	tfpr50	tfpr70	pq	tr_len	ols	ols_n	fm	bme	topo	max_dist	mean_dist	fastme	rfd	cd	category
30_PF00227_10	190	0.4316	0.0421	0.0205	0.0362	0.0569	0.0475	0.0862	0.1464	0.0431	0.0727	0.1130	3228334	0.2742	6.4139	1.0238e+02	6.1446	0.009	23717	0.5477	0.2503	2117.0	0.5556	2.2014	bad
30_PF00227_11	202	0.2030	0.2030	0.0173	0.0326	0.0528	0.0377	0.0732	0.1302	0.0382	0.0704	0.1203	4897088	0.2604	5.2016	3.2235e+01	4.5193	0.009	24363	0.8695	0.4017	2290.0	0.4074	1.6024	n
30_PF00227_12	184	0.4293	0.2391	0.0157	0.0295	0.0475	0.0723	0.1441	0.2468	0.0761	0.1479	0.2541	3769593	0.2260	5.1541	1.3894e+02	5.0436	0.008	24646	0.5358	0.1926	2326.0	0.4074	2.2019	n
30_PF00227_1	189	0.1746	0.4339	0.0233	0.0453	0.0861	0.0929	0.1866	0.3184	0.0544	0.0971	0.1345	8423756	0.2326	63.1866	5.7360e+02	59.9883	0.008	23222	0.8158	0.3319	1920.0	0.5556	3.3484	bad
30_PF00227_2	191	0.3089	0.0890	0.0162	0.0298	0.0475	0.0365	0.0639	0.1041	0.0406	0.0703	0.1101	4187799	0.2758	3.4850	3.6124e+01	3.2145	0.009	25254	0.6058	0.3106	2226.0	0.4074	1.7367	n
30_PF00227_3	205	0.3805	0.1463	0.0181	0.0332	0.0539	0.0399	0.0728	0.1139	0.0388	0.0657	0.0989	3385619	0.2769	6.5342	8.9104e+01	6.1503	0.009	25652	0.5586	0.2708	2250.0	0.4074	2.1533	n
30_PF00227_4	184	0.0326	0.7772	0.0182	0.0329	0.0534	0.0448	0.0838	0.1398	0.0438	0.0788	0.1228	4716326	0.2662	11.3951	5.1849e+01	10.0216	0.009	23419	1.1422	0.4688	2232.0	0.3704	1.8699	n
30_PF00227_5	190	0.1789	0.3579	0.0174	0.0324	0.0527	0.0478	0.0895	0.1492	0.0499	0.0858	0.1376	5884806	0.2469	4.5385	1.9113e+01	3.6812	0.008	25351	0.9152	0.4873	2402.0	0.3704	1.7584	n
30_PF00227_6	190	0.4105	0.0263	0.0185	0.0340	0.0551	0.0442	0.0803	0.1285	0.0428	0.0735	0.1151	2727507	0.2735	6.9310	1.3263e+02	6.6514	0.009	24499	0.4740	0.2286	2295.0	0.4815	2.4490	bad
30_PF00227_7	213	0.1549	0.6009	0.0190	0.0350	0.0586	0.0460	0.0861	0.1497	0.0420	0.0760	0.1173	8360743	0.2389	7.4858	3.8093e+01	6.2445	0.008	24910	0.8722	0.4433	2279.0	0.2963	1.5162	n
30_PF00227_8	194	0.2371	0.2113	0.0092	0.0186	0.0316	0.0274	0.0571	0.1261	0.0506	0.0882	0.1678	4406585	0.2410	3.5144	3.6784e+01	3.3036	0.008	25344	0.7094	0.3091	2426.0	0.4074	1.5222	n
30_PF00227_9	210	0.2048	0.1048	0.0181	0.0321	0.0512	0.0378	0.0666	0.1076	0.0381	0.0663	0.0993	7100680	0.2856	6.6676	1.5859e+01	4.7194	0.010	25548	0.9695	0.6484	2323.0	0.4815	1.3896	bad
30_PF00230_1	300	0.0033	0.6733	0.0160	0.0302	0.0496	0.0339	0.0643	0.1075	0.0383	0.0642	0.0957	14500425	0.2563	10.2712	5.9208e+00	3.7478	0.009	24058	2.5582	1.3171	2351.0	0.5926	3.1488	bad
30_PF00237_1	161	0.0000	0.9255	0.0371	0.0701	0.1244	0.0749	0.1396	0.2460	0.0294	0.0542	0.0830	6840370	0.2399	179.6222	8.2115e+01	49.6194	0.008	21723	4.6050	1.4790	1909.0	0.6296	2.8800	bad
30_PF00237_2	136	0.3235	0.0221	0.0179	0.0336	0.0567	0.0386	0.0718	0.1141	0.0376	0.0655	0.0992	3141068	0.2523	9.3425	8.9882e+01	8.8819	0.008	22832	0.7342	0.3224	2023.0	0.2963	1.8520	n
30_PF00238_1	122	0.5246	0.0410	0.0065	0.0341	0.0639	0.0501	0.0929	0.1780	0.0433	0.0836	0.1528	1334680	0.2267	12.1228	6.7313e+02	11.9658	0.008	24331	0.2838	0.1342	2079.0	0.4444	1.6024	bad
30_PF00238_2	142	0.1690	0.1690	0.0190	0.0362	0.0579	0.0398	0.0708	0.1115	0.0372	0.0631	0.0954	5272818	0.2622	7.2079	2.3058e+01	5.5289	0.009	25202	0.9260	0.5591	2317.0	0.4074	1.8520	n
30_PF00240_1	72	0.2222	0.1389	0.0000	0.0063	0.0342	0.0098	0.0611	0.1496	0.0088	0.0767	0.1400	2586433	0.1940	4.6000	1.9677e+01	3.5500	0.006	23519	0.9895	0.4835	1723.0	0.7407	4.5286	bad
30_PF00241_1	140	0.0571	0.3071	0.0177	0.0321	0.0526	0.0430	0.0789	0.1263	0.0435	0.0742	0.1130	6813535	0.2273	10.5298	1.3554e+01	6.6757	0.008	23336	1.7654	0.8814	2087.0	0.5556	2.1703	bad
30_PF00241_2	157	0.0064	0.7261	0.0259	0.0469	0.0743	0.0548	0.0976	0.1606	0.0396	0.0672	0.0994	6324053	0.3178	22.3401	9.7410e+00	6.6741	0.011	23257	2.5900	1.5144	2199.0	0.4815	2.0789	bad
30_PF00244_1	237	0.5823	0.0338	0.0149	0.0278	0.0462	0.0332	0.0612	0.0986	0.0379	0.0688	0.1032	3713292	0.2534	4.5492	1.3292e+02	4.4269	0.008	24189	0.3535	0.1850	2262.0	0.5926	1.8420	bad
30_PF00249_1	48	0.3125	0.0625	0.0344	0.0636	0.1022	0.0736	0.1391	0.2236	0.0381	0.0691	0.1066	1146190	0.2928	25.0642	1.5807e+02	22.4271	0.010	21860	0.9155	0.3982	1873.0	0.7037	3.1517	bad
30_PF00250_1	176	0.0284	0.5057	0.0199	0.0375	0.0606	0.0390	0.0756	0.1280	0.0368	0.0622	0.0948	5771322	0.2428	12.6104	7.7500e+00	4.4049	0.008	25069	2.4727	1.2756	2350.0	0.6667	2.5316	bad
30_PF00252_1	163	0.6012	0.0000	0.0162	0.0327	0.0549	0.0406	0.0777	0.1295	0.0400	0.0734	0.1115	2582458	0.2234	10.8100	3.3327e+02	10.5493	0.007	23671	0.3260	0.1801	2183.0	0.4815	2.0410	bad
30_PF00252_2	141	0.1631	0.1277	0.0171	0.0317	0.0515	0.0394	0.0708	0.1136	0.0412	0.0691	0.1021	6290613	0.2457	6.6003	1.1756e+01	4.5717	0.008	25818	1.2993	0.7493	2406.0	0.4444	2.2247	bad
30_PF00254_1	92	0.2935	0.0217	0.0263	0.0481	0.0778	0.0607	0.1129	0.1869	0.0405	0.0767	0.1173	1866670	0.2988	11.8699	7.8887e+01	10.3764	0.010	22250	0.7049	0.3879	2033.0	0.4815	1.8619	bad
30_PF00255_1	115	0.2087	0.0609	0.0297	0.0538	0.0862	0.0618	0.1129	0.1828	0.0389	0.0660	0.0989	3088450	0.3570	13.2328	3.7694e+01	10.0509	0.012	21840	1.1310	0.5925	1698.0	0.7407	2.5771	bad
30_PF00258_1	162	0.1235	0.1235	0.0212	0.0379	0.0602	0.0394	0.0727	0.1131	0.0358	0.0611	0.0879	3559366	0.3338	5.5945	2.1391e+01	4.5163	0.011	24809	1.2263	0.5114	2214.0	0.4815	1.7584	bad
30_PF00266_1	411	0.0316	0.4380	0.0164	0.0293	0.0466	0.0311	0.0571	0.0887	0.0360	0.0609	0.0899	12272872	0.3545	5.5762	8.4489e+00	3.4277	0.012	24901	2.9187	0.8124	2053.0	0.4815	1.7393	bad
30_PF00266_2	382	0.4241	0.0916	0.0165	0.0296	0.0464	0.0407	0.0735	0.1268	0.0449	0.0761	0.1269	6236836	0.3204	3.3089	5.1491e+01	3.1637	0.011	24937	0.4405	0.2535	2380.0	0.3704	1.2466	good
30_PF00268_1	283	0.4841	0.0071	0.0180	0.0320	0.0507	0.0547	0.0999	0.1542	0.0553	0.0961	0.1479	4099264	0.3066	4.1495	8.2921e+01	3.9896	0.010	24828	0.4144	0.2237	2164.0	0.4815	1.8099	bad
30_PF00271_10	47	0.2128	0.1064	0.0288	0.0593	0.1000	0.0894	0.1787	0.3063	0.0452	0.0844	0.1458	907550	0.2717	23.3240	1.7987e+02	21.1454	0.009	22580	0.7277	0.3601	1904.0	0.5556	1.8815	bad
30_PF00271_11	95	0.1684	0.2316	0.0243	0.0452	0.0739	0.0489	0.0925	0.1450	0.0357	0.0619	0.0929	2643097	0.2926	10.6356	2.7579e+01	7.8795	0.010	23268	1.2406	0.6210	2189.0	0.4074	2.0137	n
30_PF00271_12	78	0.5385	0.1026	0.0169	0.0609	0.1038	0.0982	0.1691	0.2659	0.0472	0.0815	0.1304	465058	0.3209	22.4730	1.7662e+03	22.2423	0.011	19640	0.3451	0.1128	1523.0	0.7407	3.0880	bad
30_PF00271_13	79	0.6329	0.0886	0.0134	0.0401	0.0768	0.0710	0.1173	0.1995	0.0456	0.0863	0.1369	1196478	0.2619	17.2797	5.7337e+02	16.7488	0.009	24619	0.3519	0.1736	2084.0	0.5926	2.0052	bad
30_PF00271_14	78	0.6026	0.0000	0.0000	0.0070	0.0179	0.0000	0.0644	0.1289	0.0000	0.0991	0.1883	682645	0.2729	2.4966	1.4029e+02	2.3913	0.009	19337	0.3749	0.1334	1387.0	0.6296	3.2663	bad
30_PF00271_15	80	0.4125	0.0375	0.0177	0.0372	0.0622	0.0436	0.0881	0.1453	0.0360	0.0693	0.1097	1570605	0.2674	12.7198	1.8831e+02	12.2259	0.009	24609	0.9225	0.2599	2110.0	0.6667	1.7965	bad
30_PF00271_16	82	0.4756	0.0122	0.0291	0.0552	0.0911	0.0638	0.1121	0.1793	0.0366	0.0633	0.0957	713421	0.3433	20.7930	5.1982e+02	20.2724	0.011	21439	0.7835	0.2000	1770.0	0.8148	2.7941	bad
30_PF00271_17	90	0.3778	0.2111	0.0225	0.0427	0.0698	0.0457	0.0842	0.1386	0.0357	0.0642	0.0970	2572470	0.2655	9.1634	4.7396e+01	7.9369	0.009	25328	0.6788	0.4397	2424.0	0.3333	1.6132	n
30_PF00271_18	86	0.4884	0.0465	0.0177	0.0419	0.0667	0.0620	0.1202	0.2015	0.0485	0.0892	0.1415	863245	0.2743	15.6425	5.6494e+02	15.4021	0.009	22527	0.3751	0.1664	2011.0	0.6296	2.0833	bad
30_PF00271_19	82	0.1463	0.0976	0.0195	0.0364	0.0606	0.0396	0.0703	0.1178	0.0359	0.0608	0.0872	3696396	0.2429	14.7760	2.2050e+01	8.3318	0.008	24079	1.5560	0.8186	1900.0	0.7778	3.2547	bad
30_PF00271_1	94	0.2447	0.1170	0.0248	0.0464	0.0747	0.0569	0.1030	0.1620	0.0401	0.0682	0.1056	2703268	0.3062	9.1217	3.0767e+01	6.9647	0.010	23201	0.9703	0.5445	2074.0	0.4444	1.8724	bad
30_PF00271_20	83	0.1807	0.1205	0.0276	0.0491	0.0771	0.0522	0.0951	0.1512	0.0366	0.0630	0.0930	2665398	0.3134	11.6977	2.0258e+01	7.9482	0.010	23759	1.2865	0.7599	2175.0	0.7037	2.2350	bad
30_PF00271_2	78	0.3333	0.0769	0.0262	0.0479	0.0768	0.0531	0.0968	0.1517	0.0367	0.0615	0.0911	1898059	0.3350	10.0716	3.9871e+01	8.2430	0.011	22278	0.9100	0.5026	1995.0	0.5185	2.1825	bad
30_PF00271_3	87	0.4943	0.0690	0.0224	0.0437	0.0719	0.0561	0.1099	0.1832	0.0406	0.0757	0.1248	1312300	0.2925	11.4985	2.0368e+02	10.8337	0.010	22878	0.5128	0.2376	2257.0	0.4815	2.1383	bad
30_PF00271_4	84	0.6548	0.0238	0.0057	0.0322	0.0718	0.0438	0.1049	0.1788	0.0306	0.0732	0.1187	1519389	0.1864	18.1041	5.9797e+02	17.6345	0.006	24123	0.3134	0.1740	2019.0	0.5556	2.7813	bad
30_PF00271_5	78	0.6667	0.0000	0.0006	0.0131	0.0383	0.0130	0.0642	0.1339	0.0188	0.0612	0.1424	979081	0.2046	11.9865	5.8699e+02	11.8503	0.007	23291	0.3490	0.1429	1944.0	0.6296	2.5266	bad
30_PF00271_6	95	0.3684	0.0421	0.0239	0.0447	0.0726	0.0635	0.1122	0.1830	0.0457	0.0801	0.1246	1852735	0.2927	9.3071	9.5183e+01	8.4679	0.010	24396	0.5762	0.3127	2312.0	0.4444	1.7479	bad
30_PF00271_7	78	0.2564	0.0769	0.0208	0.0379	0.0634	0.0469	0.0861	0.1444	0.0397	0.0664	0.1032	2701758	0.2517	9.8199	3.4736e+01	8.0102	0.008	24640	1.1150	0.5317	2374.0	0.3333	1.5071	n
30_PF00271_8	90	0.2556	0.2000	0.0229	0.0426	0.0686	0.0549	0.0995	0.1633	0.0421	0.0747	0.1155	2756739	0.2688	11.5834	5.9238e+01	10.0963	0.009	24248	0.8451	0.4422	2072.0	0.4815	2.5664	bad
30_PF00271_9	101	0.5941	0.1188	0.0282	0.0544	0.0954	0.0910	0.1577	0.2616	0.0476	0.0889	0.1436	1152773	0.2874	16.6864	9.3068e+02	16.3897	0.010	22523	0.2631	0.1339	1984.0	0.5926	2.1162	bad
30_PF00276_1	80	0.2750	0.1625	0.0198	0.0379	0.0626	0.0583	0.1061	0.1676	0.0483	0.0845	0.1321	2373312	0.2277	10.3876	7.2700e+01	9.3814	0.008	23536	0.7306	0.3780	1958.0	0.6296	2.7376	bad
30_PF00281_1	54	0.5185	0.1852	0.0044	0.0150	0.0782	0.0461	0.1997	0.3303	0.0415	0.1150	0.2049	355178	0.2721	25.4142	2.7576e+03	25.1556	0.009	19274	0.3290	0.0960	1377.0	0.6667	2.8547	bad
30_PF00293_1	181	0.1050	0.3757	0.0230	0.0421	0.0665	0.0470	0.0831	0.1338	0.0387	0.0631	0.0932	4326162	0.3219	8.8070	1.6018e+01	5.0150	0.011	23437	1.5799	0.7415	2275.0	0.4074	1.4801	n
30_PF00293_2	297	0.0269	0.8114	0.0275	0.0525	0.0868	0.0696	0.1260	0.2022	0.0419	0.0716	0.1061	5922816	0.3245	18.4855	2.4383e+01	10.5194	0.011	23060	1.7664	0.8707	2171.0	0.4074	1.5017	n
30_PF00293_3	146	0.1644	0.2192	0.0241	0.0432	0.0687	0.0546	0.0983	0.1525	0.0416	0.0718	0.1067	4514465	0.2979	10.9234	1.9275e+01	7.0574	0.010	23151	1.4822	0.7528	2341.0	0.3333	1.5373	n
30_PF00294_1	444	0.0000	0.9842	0.0197	0.0364	0.0597	0.0436	0.0775	0.1329	0.0389	0.0666	0.0992	15208408	0.3280	23.5505	1.3512e+01	9.4955	0.011	23676	3.1595	1.3202	2122.0	0.4444	1.4614	bad
30_PF00294_2	358	0.1173	0.1844	0.0155	0.0283	0.0449	0.0421	0.0778	0.1285	0.0474	0.0856	0.1383	11288425	0.3027	3.4979	7.6885e+00	2.2417	0.010	25637	1.2000	0.6745	2476.0	0.3333	1.9728	n
30_PF00297_1	291	0.4880	0.0069	0.0174	0.0316	0.0507	0.0366	0.0663	0.1024	0.0386	0.0673	0.0996	4381771	0.2820	4.2742	9.0685e+01	4.0986	0.009	24681	0.3497	0.2171	2196.0	0.3333	1.3671	n
30_PF00298_1	103	0.1068	0.3592	0.0253	0.0468	0.0739	0.0433	0.0803	0.1333	0.0320	0.0554	0.0856	3186814	0.2991	9.1150	2.0336e+01	6.0469	0.010	23525	1.1277	0.6695	2165.0	0.5556	1.8327	bad
30_PF00300_1	159	0.2893	0.2704	0.0184	0.0345	0.0560	0.0401	0.0733	0.1206	0.0375	0.0689	0.1084	3137249	0.2962	5.3598	4.9820e+01	4.8184	0.010	25111	0.7634	0.3280	2316.0	0.2593	1.3493	good
30_PF00300_2	288	0.0208	0.6389	0.0234	0.0418	0.0664	0.0526	0.0921	0.1465	0.0417	0.0704	0.1080	7680005	0.2925	23.9630	1.0303e+01	6.5716	0.010	21411	2.8922	1.5251	2159.0	0.6296	3.3903	bad
30_PF00300_3	279	0.0394	0.5842	0.0212	0.0385	0.0612	0.0434	0.0756	0.1199	0.0388	0.0636	0.0921	10091270	0.3229	16.0658	1.1378e+01	6.0886	0.011	24137	2.5985	1.1883	2247.0	0.3704	1.9202	n
30_PF00303_1	352	0.2415	0.3665	0.0188	0.0339	0.0543	0.0400	0.0745	0.1172	0.0387	0.0702	0.1063	9099155	0.2902	5.5499	3.0482e+01	4.5986	0.010	25305	0.6906	0.4267	2340.0	0.3704	1.4979	n
30_PF00306_1	104	0.4519	0.0769	0.0250	0.0464	0.0744	0.0465	0.0850	0.1371	0.0336	0.0597	0.0904	1890174	0.3031	9.8450	1.3248e+02	9.2208	0.010	23788	0.5330	0.2726	2213.0	0.4074	1.6449	n
30_PF00306_2	119	0.3529	0.1597	0.0243	0.0440	0.0704	0.0484	0.0891	0.1489	0.0371	0.0647	0.0978	2971504	0.2904	10.3099	9.0191e+01	9.5839	0.010	23055	0.7396	0.3381	2000.0	0.5185	1.7340	bad
30_PF00306_3	115	0.4870	0.0522	0.0188	0.0352	0.0572	0.0514	0.0938	0.1466	0.0456	0.0781	0.1226	2597278	0.2376	12.8569	1.9664e+02	12.4880	0.008	23101	0.5120	0.2557	1854.0	0.5556	1.9960	bad
30_PF00312_1	91	0.0659	0.2747	0.0183	0.0461	0.0790	0.0750	0.1406	0.2368	0.0520	0.0905	0.1448	843263	0.4050	26.5760	2.9081e+02	25.8364	0.013	21868	2.8126	0.3023	1772.0	0.7407	2.3376	bad
30_PF00317_1	73	0.4795	0.0000	0.0315	0.0625	0.0982	0.0840	0.1596	0.2763	0.0437	0.0814	0.1298	1134120	0.2797	18.1429	3.6747e+02	17.5050	0.009	22853	0.4511	0.2222	2040.0	0.6296	2.4207	bad
30_PF00318_1	101	0.4752	0.0099	0.0262	0.0497	0.0824	0.0679	0.1252	0.2199	0.0442	0.0776	0.1252	1656098	0.2637	16.3887	3.2604e+02	15.4778	0.009	21687	0.4873	0.2242	2104.0	0.4815	2.1426	bad
30_PF00318_2	76	0.6316	0.0132	0.0066	0.0449	0.0903	0.0747	0.1072	0.2065	0.0447	0.0788	0.1193	965531	0.2138	45.7249	2.6767e+03	45.5235	0.007	22669	0.2926	0.1307	1722.0	0.7037	2.5556	bad
30_PF00319_1	51	0.2157	0.0196	0.0124	0.0332	0.0657	0.0568	0.0973	0.1868	0.0434	0.0848	0.1490	1225182	0.2810	9.9280	8.4387e+01	9.1130	0.009	24296	1.2641	0.3430	2175.0	0.7407	2.6174	bad
30_PF00320_1	36	0.5000	0.0278	0.0000	0.0259	0.0655	0.0411	0.1064	0.1829	0.0284	0.0747	0.1255	1064184	0.2753	12.6140	6.6846e+01	10.5921	0.009	23449	1.0312	0.4344	1615.0	0.8889	2.8187	bad
30_PF00320_2	35	0.4571	0.2286	0.0000	0.0129	0.0570	0.0000	0.0701	0.1762	0.0000	0.0497	0.1110	473374	0.3133	9.8030	1.7571e+02	8.8684	0.010	18802	0.6056	0.2362	1118.0	0.7778	5.1058	bad
30_PF00342_1	511	0.2035	0.5088	0.0123	0.0225	0.0371	0.0408	0.0748	0.1210	0.0568	0.0978	0.1556	10859806	0.2857	3.8319	3.3781e+01	3.4233	0.010	25850	0.6717	0.3368	2361.0	0.2593	1.0515	good
30_PF00347_1	84	0.3333	0.0476	0.0254	0.0454	0.0729	0.0525	0.0916	0.1497	0.0376	0.0658	0.0995	2241176	0.2839	10.8080	6.5086e+01	9.7759	0.009	23941	0.8964	0.4075	2224.0	0.6296	1.6224	bad
30_PF00347_2	78	0.2692	0.0513	0.0227	0.0424	0.0687	0.0582	0.1023	0.1739	0.0448	0.0755	0.1180	2678442	0.2676	12.1378	4.6629e+01	10.2789	0.009	23930	1.1735	0.5102	2155.0	0.4074	2.2758	n
30_PF00348_1	317	0.0757	0.6467	0.0152	0.0274	0.0441	0.0297	0.0534	0.0859	0.0370	0.0607	0.0889	7624156	0.3498	3.6775	7.8420e+00	2.4204	0.012	24546	1.1981	0.6848	2254.0	0.4444	2.2758	bad
30_PF00348_2	320	0.0031	0.9625	0.0201	0.0367	0.0617	0.0527	0.0955	0.1590	0.0365	0.0647	0.1001	7583904	0.2973	37.5833	1.1761e+02	21.7998	0.010	23259	2.3001	0.5653	1810.0	0.3333	1.3087	good
30_PF00348_3	301	0.3289	0.1229	0.0180	0.0324	0.0520	0.0390	0.0702	0.1077	0.0392	0.0678	0.1001	7603225	0.3041	4.4642	2.1526e+01	3.6900	0.010	26011	0.6694	0.4554	2471.0	0.3333	1.2839	good
30_PF00350_1	212	0.1698	0.2075	0.0157	0.0284	0.0460	0.0405	0.0729	0.1242	0.0451	0.0775	0.1247	5455108	0.3112	6.7315	2.8963e+01	5.3244	0.010	24316	0.9808	0.4821	2003.0	0.4444	1.7453	bad
30_PF00350_2	183	0.4208	0.0437	0.0176	0.0316	0.0507	0.0503	0.0922	0.1530	0.0527	0.0922	0.1408	3749318	0.2677	6.1423	6.8522e+01	5.6627	0.009	25028	0.5599	0.2994	2422.0	0.3704	1.8619	n
30_PF00365_1	317	0.0347	0.8927	0.0173	0.0316	0.0519	0.0384	0.0696	0.1178	0.0365	0.0657	0.1039	8027935	0.2768	7.5336	4.3283e+01	6.1538	0.009	24880	1.0541	0.4172	2513.0	0.1111	0.7047	good
30_PF00365_2	301	0.2093	0.0365	0.0120	0.0221	0.0363	0.0287	0.0553	0.0911	0.0438	0.0760	0.1163	10197333	0.2503	2.4604	7.7955e+00	1.8388	0.008	26594	0.9526	0.5618	2594.0	0.3333	1.2946	good
30_PF00366_1	71	0.1972	0.0282	0.0149	0.0442	0.0816	0.0766	0.1414	0.2487	0.0500	0.0922	0.1453	718911	0.3686	21.0574	2.9384e+02	20.4712	0.012	21866	2.2968	0.2677	1492.0	0.8148	3.8180	bad
30_PF00378_1	357	0.0196	0.8347	0.0217	0.0403	0.0671	0.0464	0.0904	0.1484	0.0390	0.0696	0.1047	11491083	0.3265	14.8339	2.1337e+01	9.4847	0.011	23575	2.5840	0.8338	1989.0	0.7037	2.6138	bad
30_PF00382_1	73	0.0822	0.0411	0.0216	0.0419	0.0706	0.0527	0.1032	0.1822	0.0422	0.0756	0.1214	3459360	0.2455	15.3590	1.6531e+01	8.3708	0.008	24720	1.7110	0.9639	2417.0	0.3333	1.6945	n
30_PF00382_2	75	0.1733	0.0267	0.0138	0.0296	0.0522	0.0477	0.0917	0.1673	0.0501	0.0938	0.1511	3209751	0.2208	9.9155	2.7234e+01	7.5577	0.007	24449	1.0786	0.6034	2137.0	0.3333	1.7688	n
30_PF00383_1	176	0.0511	0.5739	0.0254	0.0473	0.0760	0.0579	0.1073	0.1732	0.0393	0.0689	0.1091	3579221	0.3366	12.3400	2.1466e+01	7.7374	0.011	23240	1.6208	0.7582	1994.0	0.6296	2.0678	bad
30_PF00383_2	204	0.0343	0.7304	0.0270	0.0488	0.0770	0.0521	0.0940	0.1505	0.0370	0.0625	0.0914	5503193	0.3330	14.3835	1.3435e+01	6.0919	0.011	23335	2.3685	1.0347	2073.0	0.5926	1.6884	bad
30_PF00383_3	153	0.2222	0.5033	0.0248	0.0440	0.0700	0.0530	0.0992	0.1592	0.0406	0.0712	0.1127	2105196	0.3160	8.3414	9.1519e+01	7.8024	0.011	23713	0.6976	0.3019	2117.0	0.4074	1.5618	n
30_PF00389_1	330	0.3758	0.0545	0.0160	0.0283	0.0446	0.0379	0.0667	0.1060	0.0438	0.0750	0.1159	5191262	0.3409	3.2052	3.4500e+01	2.9432	0.011	24815	0.6013	0.3048	2257.0	0.2593	1.3122	good
30_PF00389_2	382	0.0576	0.3220	0.0173	0.0312	0.0490	0.0406	0.0736	0.1206	0.0436	0.0739	0.1151	10950541	0.3721	7.1034	8.1743e+00	3.5408	0.012	24082	2.4145	0.9322	2151.0	0.6296	2.2672	bad
30_PF00393_1	304	0.4243	0.0757	0.0169	0.0309	0.0499	0.0385	0.0696	0.1170	0.0407	0.0704	0.1121	5871007	0.3128	3.5147	4.3485e+01	3.2432	0.010	24980	0.4550	0.2843	2444.0	0.2963	1.4801	n
30_PF00394_1	184	0.0380	0.2609	0.0214	0.0385	0.0611	0.0433	0.0780	0.1256	0.0387	0.0641	0.0970	5307904	0.3491	8.8062	1.0339e+01	4.5733	0.012	24064	2.3858	0.9229	2205.0	0.7407	2.9011	bad
30_PF00397_1	30	0.7667	0.0000	0.0003	0.0119	0.0374	0.0194	0.0673	0.4154	0.0103	0.0621	0.1468	295020	0.2093	104.8313	1.3235e+04	104.2166	0.007	18713	0.2187	0.0890	1413.0	0.7037	3.0267	bad
30_PF00397_2	30	0.9667	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	15600	0.1442	0.0000	0.0000e+00	0.0000	0.005	1950	0.0332	0.0079	187.0	0.9630	4.6121	bad
30_PF00397_3	31	0.0968	0.0000	0.0356	0.0666	0.1087	0.0707	0.1303	0.2131	0.0346	0.0597	0.0894	1315000	0.2844	35.5288	4.1894e+01	20.4940	0.009	22712	2.2791	0.9209	1954.0	0.7037	3.9552	bad
30_PF00397_4	30	0.7000	0.0000	0.0000	0.0165	0.1014	0.0193	0.1794	0.2576	0.0093	0.0664	0.1391	501969	0.2297	25.8442	9.6796e+02	25.0862	0.008	21365	0.3420	0.1634	1438.0	0.7407	3.0644	bad
30_PF00398_1	293	0.1741	0.3584	0.0151	0.0282	0.0479	0.0428	0.0831	0.1506	0.0473	0.0874	0.1460	7171743	0.3041	4.6676	2.7632e+01	3.9750	0.010	25178	0.7279	0.4110	2180.0	0.5926	2.1075	bad
30_PF00406_1	169	0.1657	0.4970	0.0246	0.0442	0.0702	0.0472	0.0879	0.1458	0.0364	0.0641	0.0986	3496301	0.3728	7.5142	3.8255e+01	6.1997	0.012	22725	0.8164	0.4432	1952.0	0.5556	1.8395	bad
30_PF00406_2	188	0.4628	0.0053	0.0226	0.0409	0.0653	0.0550	0.0980	0.1546	0.0431	0.0745	0.1137	2905274	0.3464	6.6215	8.8197e+01	6.1488	0.012	22675	0.5117	0.2740	2030.0	0.4444	1.8718	bad
30_PF00408_1	122	0.1557	0.5574	0.0282	0.0525	0.0832	0.0583	0.1062	0.1764	0.0369	0.0641	0.1013	3367350	0.3154	16.9386	4.9904e+01	12.4393	0.011	22240	1.0511	0.5826	2067.0	0.5185	2.4955	bad
30_PF00415_1	69	0.0290	0.3913	0.0279	0.0530	0.0883	0.0562	0.1067	0.1755	0.0365	0.0624	0.0929	3561173	0.2362	44.4467	1.4284e+01	9.2817	0.008	24183	3.0169	1.7640	2288.0	0.7778	3.4684	bad
30_PF00425_1	410	0.0610	0.6268	0.0186	0.0334	0.0540	0.0379	0.0691	0.1130	0.0384	0.0632	0.0953	12219030	0.3169	8.6345	1.0434e+01	4.6800	0.011	23465	1.4116	0.9097	2191.0	0.6296	1.9746	bad
30_PF00425_2	297	0.0067	0.9764	0.0160	0.0299	0.0494	0.0398	0.0728	0.1229	0.0386	0.0636	0.0917	6052670	0.2972	15.6232	1.4984e+02	12.0013	0.010	23605	1.5845	0.3229	2124.0	0.3704	2.2637	n
30_PF00428_1	88	0.1136	0.1250	0.0319	0.0577	0.0937	0.0764	0.1423	0.2354	0.0429	0.0748	0.1209	2371070	0.3080	18.4383	6.2696e+01	14.5183	0.010	21083	1.0756	0.5423	1788.0	0.6296	2.7776	bad
30_PF00439_1	109	0.0734	0.2752	0.0261	0.0486	0.0773	0.0527	0.0949	0.1507	0.0375	0.0632	0.0913	3724036	0.2945	15.6496	1.6412e+01	7.6113	0.010	23010	1.9023	0.9765	2221.0	0.5556	2.2753	bad
