id	al_len	cons_fr	gap_fr	fpr30	fpr50	fpr70	tpr30	tpr50	tpr70	tfpr30	tfpr50	tfpr70	pq	tr_len	ols	ols_n	fm	bme	topo	max_dist	mean_dist	fastme	rfd	cd	category
20_PF00198_1	240	0.2917	0.3292	0.0172	0.0327	0.0543	0.0460	0.0833	0.1416	0.0686	0.1175	0.1924	746230	0.3475	2.6473	4.2870e+01	2.4633	0.017	4373	0.6364	0.2485	1413.0	0.4706	1.7214	bad
20_PF00198_2	252	0.2460	0.0873	0.0149	0.0266	0.0450	0.0314	0.0605	0.1021	0.0627	0.1054	0.1603	1406616	0.3010	1.4553	5.7020e+00	1.1515	0.015	4621	0.9116	0.5052	1565.0	0.1176	0.8460	good
20_PF00202_1	358	0.3184	0.0726	0.0185	0.0332	0.0534	0.0421	0.0703	0.1126	0.0622	0.1075	0.1633	1691706	0.3440	2.1763	9.5210e+00	1.7706	0.017	4571	0.7352	0.4781	1604.0	0.1765	0.9061	good
20_PF00206_1	335	0.5224	0.0239	0.0155	0.0288	0.0476	0.0306	0.0542	0.0868	0.0525	0.0904	0.1429	916134	0.3397	1.3441	2.3950e+01	1.2924	0.017	4196	0.4063	0.2369	1484.0	0.4118	1.5061	n
20_PF00206_2	311	0.2476	0.1350	0.0141	0.0247	0.0402	0.0399	0.0787	0.1298	0.0854	0.1517	0.2359	1783571	0.2890	1.2688	5.5601e+00	1.0192	0.014	4696	0.7244	0.4777	1605.0	0.5882	1.9628	bad
20_PF00206_3	298	0.3087	0.0101	0.0142	0.0258	0.0421	0.0258	0.0445	0.0722	0.0532	0.0919	0.1337	1582000	0.3140	1.3634	5.5019e+00	1.1382	0.016	4621	0.6804	0.4978	1548.0	0.6471	2.0144	bad
20_PF00224_1	349	0.2837	0.3840	0.0139	0.0261	0.0436	0.0389	0.0702	0.1103	0.0765	0.1310	0.1883	1422086	0.3322	1.5760	1.6169e+01	1.4396	0.017	4394	0.5470	0.3122	1434.0	0.2941	1.1309	good
20_PF00225_1	429	0.3030	0.3310	0.0191	0.0360	0.0613	0.0557	0.1020	0.1670	0.0737	0.1390	0.2089	1858871	0.3488	2.0081	1.2877e+01	1.7242	0.017	4269	0.7508	0.3949	1363.0	0.4118	1.5270	n
20_PF00227_10	189	0.4709	0.0370	0.0201	0.0349	0.0556	0.0422	0.0731	0.1265	0.0621	0.1051	0.1487	739830	0.2949	2.6810	4.2487e+01	2.5535	0.015	4389	0.4663	0.2512	1453.0	0.4118	1.5610	n
20_PF00227_11	207	0.2560	0.0918	0.0170	0.0321	0.0531	0.0348	0.0659	0.1186	0.0589	0.1006	0.1648	832746	0.2939	1.7585	1.0753e+01	1.5226	0.015	4438	0.8579	0.4044	1574.0	0.1176	0.6156	good
20_PF00227_12	184	0.3424	0.3641	0.0222	0.0389	0.0628	0.0716	0.1371	0.2316	0.0898	0.1638	0.2750	575735	0.3010	5.0486	1.4391e+02	4.9824	0.015	3964	0.5286	0.1873	1339.0	0.4118	2.4050	n
20_PF00227_1	188	0.2660	0.3777	0.0265	0.0551	0.1229	0.0947	0.2299	0.4432	0.0722	0.1455	0.1961	1281007	0.2643	56.6587	5.7283e+02	55.4230	0.013	4110	0.8109	0.3145	1416.0	0.5882	2.4783	bad
20_PF00227_2	193	0.3316	0.0984	0.0179	0.0339	0.0537	0.0476	0.0797	0.1320	0.0711	0.1281	0.2029	676015	0.3303	1.8467	1.8012e+01	1.6916	0.017	4358	0.6406	0.3202	1491.0	0.4118	1.4419	n
20_PF00227_3	191	0.3927	0.1204	0.0189	0.0340	0.0526	0.0408	0.0703	0.1128	0.0634	0.1117	0.1576	689094	0.3154	1.3951	1.3111e+01	1.2770	0.016	4655	0.5437	0.3262	1653.0	0.2353	1.0858	good
20_PF00227_4	186	0.2527	0.1237	0.0127	0.0247	0.0432	0.0437	0.0844	0.1425	0.0916	0.1551	0.2482	824470	0.2910	1.7769	1.0828e+01	1.6083	0.015	4451	0.9706	0.4051	1464.0	0.2941	1.7229	n
20_PF00227_5	192	0.1771	0.3646	0.0160	0.0308	0.0491	0.0483	0.0950	0.1604	0.0841	0.1437	0.2464	766069	0.3116	1.5907	9.0997e+00	1.4062	0.016	4205	0.9152	0.4181	1515.0	0.1765	1.5131	n
20_PF00227_6	189	0.4444	0.0212	0.0184	0.0329	0.0540	0.0501	0.0906	0.1542	0.0790	0.1418	0.2229	585425	0.3000	1.5758	2.2541e+01	1.4607	0.015	4494	0.4729	0.2644	1553.0	0.3529	1.5811	n
20_PF00227_7	213	0.1784	0.6009	0.0204	0.0400	0.0692	0.0494	0.0899	0.1514	0.0629	0.1090	0.1739	1151781	0.2761	3.4299	2.3740e+01	3.0460	0.014	4236	0.7264	0.3801	1477.0	0.1765	0.9947	good
20_PF00227_8	189	0.3439	0.0582	0.0111	0.0216	0.0355	0.0263	0.0481	0.0906	0.0592	0.1133	0.2001	601148	0.3146	1.8437	2.4847e+01	1.7370	0.016	4072	0.6945	0.2724	1223.0	0.3529	1.7592	n
20_PF00227_9	204	0.2353	0.0784	0.0161	0.0292	0.0468	0.0370	0.0654	0.1061	0.0648	0.1112	0.1663	1254672	0.2919	2.0745	5.7129e+00	1.4512	0.015	4669	0.9143	0.6026	1610.0	0.2941	1.5610	n
20_PF00230_1	305	0.0393	0.3934	0.0157	0.0297	0.0487	0.0380	0.0690	0.1121	0.0673	0.1171	0.1737	2175940	0.3061	2.6838	2.1533e+00	1.1467	0.015	4304	2.4835	1.1164	1575.0	0.5882	2.1213	bad
20_PF00237_1	158	0.0000	0.9494	0.0417	0.0810	0.1576	0.0786	0.1425	0.2609	0.0332	0.0655	0.1030	1220075	0.2730	497.7140	2.1820e+02	148.8862	0.014	3654	11.7986	1.5103	956.0	0.6471	2.4050	bad
20_PF00237_2	136	0.3603	0.0221	0.0144	0.0276	0.0429	0.0288	0.0552	0.0916	0.0562	0.0991	0.1603	488952	0.3040	2.8136	3.5305e+01	2.7262	0.015	3976	0.7207	0.2823	1300.0	0.5882	2.2148	bad
20_PF00238_1	126	0.5317	0.0317	0.0090	0.0326	0.0623	0.0377	0.0784	0.1692	0.0588	0.1218	0.2219	243929	0.2860	3.3565	1.4098e+02	3.2946	0.014	4299	0.4124	0.1543	1442.0	0.5294	1.5761	bad
20_PF00238_2	144	0.1806	0.3264	0.0196	0.0353	0.0551	0.0437	0.0741	0.1236	0.0662	0.1119	0.1697	930571	0.2965	2.0088	6.7162e+00	1.5359	0.015	4428	0.8424	0.5469	1537.0	0.2353	1.1050	good
20_PF00240_1	72	0.2639	0.1389	0.0113	0.0305	0.0536	0.0414	0.1045	0.2152	0.0621	0.1442	0.2678	252808	0.2868	2.3308	1.5539e+01	2.0987	0.014	4139	0.9925	0.3873	1347.0	0.5882	2.2930	bad
20_PF00241_1	130	0.0615	0.2615	0.0183	0.0318	0.0494	0.0345	0.0633	0.1049	0.0617	0.0988	0.1463	1158238	0.2630	3.7207	5.0838e+00	2.4633	0.013	4244	1.9685	0.8555	1445.0	0.5294	1.7168	bad
20_PF00241_2	159	0.0189	0.6792	0.0225	0.0428	0.0709	0.0517	0.0904	0.1509	0.0639	0.1070	0.1549	1062278	0.3382	7.1006	3.6088e+00	2.3704	0.017	4096	2.0656	1.4027	1442.0	0.2353	1.2566	good
20_PF00244_1	237	0.6751	0.0042	0.0148	0.0272	0.0459	0.0312	0.0647	0.1110	0.0584	0.1159	0.1739	602639	0.2740	2.5154	1.0051e+02	2.4845	0.014	4411	0.2596	0.1582	1456.0	0.4118	1.8918	n
20_PF00249_1	48	0.4167	0.0625	0.0311	0.0569	0.0918	0.0597	0.1278	0.2211	0.0629	0.1053	0.1768	178339	0.3084	7.5969	6.4347e+01	7.1276	0.015	4001	0.8660	0.3436	1333.0	0.7647	2.0144	bad
20_PF00250_1	155	0.0387	0.4323	0.0186	0.0343	0.0546	0.0427	0.0840	0.1475	0.0667	0.1166	0.1794	1176150	0.2776	5.8355	4.6595e+00	2.8458	0.014	4508	2.2489	1.1191	1461.0	0.5882	1.8006	bad
20_PF00252_1	163	0.5890	0.0000	0.0196	0.0381	0.0616	0.0487	0.0861	0.1362	0.0635	0.1110	0.1690	420945	0.2796	3.0772	9.0497e+01	2.9850	0.014	4267	0.3260	0.1844	1503.0	0.2353	1.1494	good
20_PF00252_2	140	0.1714	0.1429	0.0192	0.0362	0.0571	0.0396	0.0712	0.1135	0.0626	0.1012	0.1462	971767	0.2985	3.1216	6.1095e+00	2.2187	0.015	4414	1.3033	0.7148	1527.0	0.2941	1.3534	good
20_PF00254_1	92	0.3696	0.0217	0.0231	0.0416	0.0670	0.0539	0.0956	0.1564	0.0655	0.1089	0.1682	318969	0.3565	4.3489	3.0054e+01	3.7701	0.018	4044	0.7274	0.3804	1374.0	0.3529	1.4049	n
20_PF00255_1	114	0.2018	0.0526	0.0293	0.0544	0.0871	0.0661	0.1147	0.1881	0.0663	0.1063	0.1638	599823	0.3673	5.6909	1.4145e+01	4.0898	0.018	3918	1.1480	0.6343	1322.0	0.2941	1.5009	n
20_PF00258_1	155	0.1677	0.0839	0.0228	0.0403	0.0625	0.0437	0.0765	0.1159	0.0596	0.0953	0.1411	614099	0.3778	2.2194	7.3797e+00	1.7289	0.019	4266	1.1953	0.5484	1497.0	0.1176	0.7255	good
20_PF00266_1	410	0.0317	0.3000	0.0176	0.0312	0.0487	0.0360	0.0671	0.1104	0.0659	0.1054	0.1642	2203501	0.4059	2.7630	2.9683e+00	1.3758	0.020	4344	3.0149	0.9648	1430.0	0.5882	1.5828	bad
20_PF00266_2	376	0.4548	0.0878	0.0176	0.0308	0.0466	0.0388	0.0730	0.1283	0.0673	0.1173	0.2034	968917	0.3663	1.2313	1.9221e+01	1.1562	0.018	4337	0.4563	0.2531	1534.0	0.2941	1.4726	n
20_PF00268_1	283	0.5053	0.0071	0.0152	0.0279	0.0447	0.0499	0.0862	0.1397	0.0860	0.1448	0.2423	710361	0.3261	1.1254	2.3231e+01	1.0766	0.016	4517	0.4111	0.2201	1585.0	0.0000	0.0000	good
20_PF00271_10	45	0.2444	0.0667	0.0272	0.0648	0.1043	0.0808	0.1550	0.2966	0.0685	0.1232	0.1961	159386	0.3117	13.6542	9.5008e+01	12.7117	0.016	3972	0.7403	0.3791	1390.0	0.4706	1.5407	bad
20_PF00271_11	82	0.2683	0.0976	0.0265	0.0477	0.0758	0.0500	0.0959	0.1602	0.0563	0.0985	0.1544	422248	0.3446	4.8977	1.3723e+01	3.7773	0.017	3852	1.1520	0.5974	1297.0	0.4706	2.0913	bad
20_PF00271_12	78	0.5385	0.1026	0.0251	0.0624	0.1069	0.0993	0.1651	0.2809	0.0789	0.1395	0.2189	86321	0.3702	11.2386	7.2506e+02	11.1279	0.019	3623	0.3451	0.1245	1053.0	0.8824	2.8060	bad
20_PF00271_13	79	0.6329	0.0886	0.0128	0.0447	0.0828	0.0705	0.1272	0.2074	0.0666	0.1380	0.2195	217726	0.3171	8.0157	2.2559e+02	7.7004	0.016	4273	0.3389	0.1885	1374.0	0.4118	1.8238	n
20_PF00271_14	78	0.6410	0.0000	0.0000	0.0018	0.0133	0.0009	0.0590	0.0817	0.0028	0.1572	0.3688	168281	0.2927	0.6982	3.0500e+01	0.6618	0.015	3781	0.3080	0.1513	1056.0	0.5882	3.0427	bad
20_PF00271_15	80	0.5500	0.0125	0.0144	0.0323	0.0590	0.0442	0.0869	0.1522	0.0676	0.1235	0.1939	324948	0.2495	7.0726	1.2351e+02	6.9241	0.012	4539	0.4196	0.2393	1498.0	0.2941	1.3514	good
20_PF00271_16	82	0.5000	0.0122	0.0268	0.0512	0.0813	0.0659	0.1160	0.1764	0.0672	0.1158	0.1804	132868	0.3902	6.9623	1.5104e+02	6.7818	0.020	3781	0.7835	0.2147	886.0	0.7647	2.0053	bad
20_PF00271_17	89	0.3933	0.0674	0.0264	0.0480	0.0771	0.0461	0.0869	0.1403	0.0508	0.0902	0.1360	447278	0.3247	4.1981	2.0314e+01	3.5905	0.016	4491	0.6740	0.4546	1537.0	0.2353	1.0638	good
20_PF00271_18	86	0.5116	0.0465	0.0198	0.0402	0.0672	0.0686	0.1311	0.2278	0.0814	0.1504	0.2525	206896	0.2957	3.2704	7.3388e+01	3.1631	0.015	4288	0.3980	0.2111	1504.0	0.4118	1.5627	n
20_PF00271_19	86	0.1395	0.1395	0.0208	0.0381	0.0620	0.0476	0.0836	0.1437	0.0632	0.1083	0.1597	610292	0.2836	5.6139	7.6366e+00	3.2031	0.014	4161	1.5533	0.8574	1391.0	0.8235	2.4007	bad
20_PF00271_1	93	0.2581	0.1075	0.0227	0.0417	0.0666	0.0502	0.0939	0.1486	0.0640	0.1148	0.1731	489610	0.3286	2.4894	8.7039e+00	1.9345	0.016	4394	0.9139	0.5348	1603.0	0.2941	1.1145	good
20_PF00271_20	108	0.1389	0.3148	0.0257	0.0455	0.0717	0.0490	0.0892	0.1492	0.0582	0.1047	0.1601	442667	0.3602	3.1066	5.4427e+00	1.9134	0.018	4285	1.2897	0.7555	1529.0	0.4706	1.3357	n
20_PF00271_2	78	0.3974	0.0000	0.0285	0.0520	0.0820	0.0497	0.0876	0.1363	0.0502	0.0842	0.1275	272155	0.4073	5.4664	2.2823e+01	4.4187	0.020	3313	0.7078	0.4894	1103.0	0.7059	2.4312	bad
20_PF00271_3	88	0.5227	0.0795	0.0233	0.0444	0.0708	0.0631	0.1205	0.1888	0.0702	0.1285	0.2097	231683	0.3311	3.9371	7.2026e+01	3.7440	0.017	4062	0.4554	0.2338	1300.0	0.4118	1.7592	n
20_PF00271_4	84	0.6429	0.0238	0.0080	0.0342	0.0709	0.0528	0.1012	0.1832	0.0618	0.1182	0.1891	254944	0.2523	5.4971	1.8261e+02	5.3482	0.013	4461	0.3134	0.1735	1382.0	0.3529	1.6780	n
20_PF00271_5	78	0.6795	0.0000	0.0010	0.0167	0.0477	0.0115	0.0614	0.1651	0.0209	0.0857	0.2459	116251	0.2731	3.6615	2.4400e+02	3.6215	0.014	4028	0.3119	0.1225	1202.0	0.7059	2.0507	bad
20_PF00271_6	95	0.4000	0.0421	0.0219	0.0435	0.0702	0.0603	0.1104	0.1807	0.0740	0.1267	0.1971	337817	0.3516	2.7555	2.7146e+01	2.4901	0.018	4281	0.5526	0.3186	1463.0	0.3529	1.6157	n
20_PF00271_7	78	0.2692	0.0769	0.0208	0.0366	0.0591	0.0497	0.0943	0.1563	0.0709	0.1240	0.1902	583953	0.2764	4.5306	1.5723e+01	3.7199	0.014	4511	0.9527	0.5368	1537.0	0.2353	1.1402	good
20_PF00271_8	88	0.3409	0.1818	0.0249	0.0481	0.0766	0.0496	0.0907	0.1575	0.0560	0.1005	0.1760	366220	0.3289	4.0669	2.5713e+01	3.5815	0.016	4352	0.7604	0.3977	1518.0	0.2353	1.4636	n
20_PF00271_9	101	0.6139	0.1089	0.0345	0.0614	0.0992	0.0853	0.1542	0.2454	0.0703	0.1250	0.1928	208357	0.3455	6.2801	2.9665e+02	6.1484	0.017	4016	0.2680	0.1455	1342.0	0.5294	1.6351	bad
20_PF00276_1	80	0.3375	0.1625	0.0142	0.0346	0.0563	0.0532	0.1021	0.1698	0.0686	0.1495	0.2258	389162	0.2540	2.2627	1.8662e+01	2.0430	0.013	4216	0.6302	0.3482	1428.0	0.2941	1.5960	n
20_PF00281_1	54	0.5000	0.1852	0.0033	0.0111	0.0723	0.0776	0.2173	0.3370	0.0783	0.2017	0.3595	46315	0.3353	12.1644	1.7036e+03	12.0726	0.017	3057	0.2407	0.0845	864.0	0.8235	3.0192	bad
20_PF00293_1	152	0.1118	0.5132	0.0247	0.0449	0.0711	0.0543	0.0995	0.1607	0.0622	0.1049	0.1652	790601	0.3480	4.2789	7.6090e+00	2.7290	0.017	3910	1.6509	0.7499	1375.0	0.5882	2.2987	bad
20_PF00293_2	166	0.0723	0.4880	0.0228	0.0400	0.0618	0.0573	0.1064	0.1777	0.0756	0.1402	0.2041	1203463	0.3341	2.8998	4.0145e+00	1.6442	0.017	4503	1.4567	0.8499	1479.0	0.0588	0.4353	good
20_PF00293_3	142	0.1972	0.1972	0.0238	0.0422	0.0671	0.0595	0.1054	0.1667	0.0771	0.1233	0.1830	892132	0.3195	4.2546	8.6953e+00	2.7362	0.016	4151	1.4613	0.6995	1387.0	0.3529	1.4636	n
20_PF00294_1	438	0.0046	0.9543	0.0196	0.0367	0.0580	0.0435	0.0766	0.1263	0.0651	0.1134	0.1575	2558824	0.3633	4.9329	3.6339e+00	1.7417	0.018	4390	2.2080	1.1651	1431.0	0.5294	2.0876	bad
20_PF00294_2	347	0.1556	0.1643	0.0150	0.0265	0.0419	0.0388	0.0710	0.1175	0.0746	0.1401	0.2186	2050179	0.3332	1.2292	2.7771e+00	0.8156	0.017	4591	1.1750	0.6653	1524.0	0.2941	1.6335	n
20_PF00297_1	291	0.5086	0.0069	0.0194	0.0359	0.0573	0.0405	0.0714	0.1162	0.0583	0.1028	0.1557	723957	0.3370	1.7693	3.4949e+01	1.6762	0.017	4482	0.3520	0.2250	1567.0	0.2353	1.0026	good
20_PF00298_1	102	0.1569	0.3431	0.0227	0.0410	0.0671	0.0473	0.0884	0.1423	0.0586	0.1081	0.1656	542948	0.3186	3.6353	9.1767e+00	2.5728	0.016	4196	1.1066	0.6294	1474.0	0.4706	1.6796	bad
20_PF00300_1	159	0.3962	0.0818	0.0197	0.0359	0.0584	0.0432	0.0776	0.1265	0.0615	0.1075	0.1628	595565	0.3219	2.0906	1.8085e+01	1.8653	0.016	4424	0.6310	0.3400	1509.0	0.1765	1.2896	good
20_PF00300_2	289	0.0415	0.5329	0.0257	0.0463	0.0723	0.0455	0.0789	0.1281	0.0526	0.0936	0.1393	1277300	0.3505	8.7742	3.6207e+00	2.4276	0.018	3929	2.4691	1.5567	1388.0	0.5882	2.0261	bad
20_PF00300_3	268	0.0448	0.4515	0.0215	0.0385	0.0609	0.0468	0.0814	0.1265	0.0639	0.1098	0.1649	1896067	0.3475	4.4844	2.8613e+00	1.6819	0.017	4468	3.0559	1.2519	1485.0	0.0588	0.4353	good
20_PF00303_1	362	0.2293	0.3812	0.0194	0.0355	0.0555	0.0347	0.0678	0.1081	0.0504	0.0978	0.1593	1618290	0.3475	1.6809	7.6909e+00	1.3378	0.017	4535	0.6956	0.4675	1456.0	0.3529	1.4124	n
20_PF00306_1	104	0.4135	0.0577	0.0210	0.0391	0.0617	0.0453	0.0797	0.1273	0.0600	0.1076	0.1598	336404	0.3528	2.3793	2.5560e+01	2.1987	0.018	4448	0.5226	0.3051	1530.0	0.2941	1.2290	good
20_PF00306_2	119	0.3950	0.1513	0.0218	0.0383	0.0626	0.0402	0.0839	0.1442	0.0554	0.1065	0.1743	436805	0.3299	2.7028	3.0152e+01	2.5105	0.016	4227	0.7220	0.2994	1352.0	0.4706	1.8974	bad
20_PF00306_3	115	0.5130	0.0609	0.0176	0.0330	0.0537	0.0465	0.0867	0.1515	0.0705	0.1195	0.2061	506658	0.2702	4.2417	6.2363e+01	4.0804	0.014	4168	0.5120	0.2608	1322.0	0.5294	1.8736	bad
20_PF00312_1	91	0.1099	0.2527	0.0147	0.0343	0.0653	0.0681	0.1432	0.2784	0.0873	0.1549	0.2901	114573	0.4423	5.6108	3.7022e+01	5.4079	0.022	3920	2.8522	0.3893	1238.0	0.8235	2.4527	bad
20_PF00317_1	73	0.4384	0.0000	0.0305	0.0611	0.0940	0.0873	0.1611	0.2786	0.0751	0.1423	0.2181	204916	0.3420	6.0717	1.0791e+02	5.8178	0.017	4131	0.4634	0.2372	1388.0	0.6471	2.0673	bad
20_PF00318_1	101	0.4752	0.0099	0.0251	0.0476	0.0773	0.0596	0.1096	0.1920	0.0676	0.1129	0.1917	319392	0.2925	5.2952	1.0667e+02	5.0690	0.015	4251	0.4349	0.2228	1395.0	0.4706	1.7815	bad
20_PF00318_2	76	0.5526	0.0132	0.0081	0.0452	0.0946	0.0579	0.0985	0.2203	0.0564	0.1143	0.1636	107051	0.3140	9.7151	5.2448e+02	9.6263	0.016	3534	0.4245	0.1361	1219.0	0.5294	2.4656	bad
20_PF00319_1	55	0.2000	0.0909	0.0176	0.0350	0.0621	0.0676	0.1125	0.2108	0.0850	0.1688	0.2903	217724	0.3317	3.1237	1.9186e+01	2.7496	0.017	4434	1.4007	0.4035	1529.0	0.5294	1.5828	bad
20_PF00320_1	36	0.4722	0.0278	0.0000	0.0000	0.0279	0.0000	0.0603	0.1244	0.0000	0.0958	0.2048	174269	0.2725	4.2803	3.0568e+01	3.6706	0.014	3913	0.9300	0.3742	998.0	0.8235	2.4105	bad
20_PF00320_2	35	0.6000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0000	0.0586	0.0000	0.0000	0.1122	37612	0.3721	1.0280	4.8161e+01	0.9194	0.019	2265	0.6056	0.1461	619.0	0.7647	4.3722	bad
20_PF00342_1	506	0.1798	0.5652	0.0137	0.0261	0.0444	0.0395	0.0762	0.1198	0.0770	0.1391	0.1968	1667012	0.3396	1.5220	1.5070e+01	1.4001	0.017	4317	0.6782	0.3178	1472.0	0.4118	1.4654	n
20_PF00347_1	84	0.3690	0.0476	0.0265	0.0483	0.0776	0.0548	0.0986	0.1569	0.0610	0.1011	0.1534	385826	0.3371	3.9370	2.3524e+01	3.4392	0.017	4061	0.8784	0.4091	1399.0	0.4118	1.9467	n
20_PF00347_2	77	0.3117	0.0649	0.0261	0.0455	0.0731	0.0566	0.0990	0.1672	0.0644	0.1099	0.1736	355484	0.3192	3.8978	2.0364e+01	3.3713	0.016	4063	0.7927	0.4375	1381.0	0.3529	1.7457	n
20_PF00348_1	307	0.1433	0.3029	0.0118	0.0220	0.0373	0.0261	0.0466	0.0778	0.0600	0.1020	0.1550	1613676	0.3542	1.1056	2.0488e+00	0.6486	0.018	4505	1.2618	0.7346	1598.0	0.4706	1.8453	bad
20_PF00348_2	320	0.1187	0.5531	0.0165	0.0306	0.0508	0.0506	0.0890	0.1451	0.0789	0.1417	0.2233	1379584	0.3531	3.0455	9.3704e+00	2.3128	0.018	4424	1.1821	0.5701	1413.0	0.2941	1.2140	good
20_PF00348_3	291	0.3471	0.0756	0.0195	0.0352	0.0571	0.0437	0.0757	0.1182	0.0639	0.1078	0.1623	1308161	0.3491	2.3871	1.1301e+01	1.9127	0.017	4445	0.6407	0.4596	1493.0	0.5294	1.8224	bad
20_PF00350_1	204	0.2108	0.1765	0.0154	0.0280	0.0447	0.0345	0.0636	0.1076	0.0648	0.1094	0.1668	867882	0.3450	1.7692	7.6565e+00	1.4107	0.017	4339	1.0124	0.4807	1379.0	0.2941	1.6351	n
20_PF00350_2	183	0.4809	0.0437	0.0151	0.0278	0.0437	0.0416	0.0845	0.1428	0.0786	0.1380	0.2354	724810	0.2794	1.4618	1.7156e+01	1.3594	0.014	4420	0.4901	0.2919	1522.0	0.4118	1.7351	n
20_PF00365_1	318	0.0440	0.8302	0.0186	0.0338	0.0560	0.0321	0.0638	0.1079	0.0459	0.0881	0.1383	1344888	0.3410	3.6407	1.8926e+01	2.7999	0.017	4326	1.0541	0.4386	1526.0	0.3529	1.5148	n
20_PF00365_2	301	0.2093	0.0498	0.0116	0.0221	0.0374	0.0267	0.0513	0.0906	0.0666	0.1140	0.1772	1765403	0.3029	1.1946	3.8546e+00	0.8535	0.015	4498	0.9771	0.5567	1557.0	0.2353	1.3199	good
20_PF00366_1	70	0.6143	0.0857	0.0142	0.0515	0.0931	0.0867	0.1713	0.2700	0.0783	0.1419	0.2463	95952	0.2863	9.0826	6.4681e+02	9.0148	0.014	3934	0.2947	0.1185	1248.0	0.8235	3.1414	bad
20_PF00378_1	356	0.0281	0.8427	0.0268	0.0485	0.0788	0.0458	0.0867	0.1510	0.0519	0.0945	0.1400	1853893	0.3603	5.1927	7.0867e+00	2.8702	0.018	4273	2.4473	0.8560	1373.0	0.4706	1.9194	bad
20_PF00382_1	73	0.0959	0.0411	0.0234	0.0433	0.0713	0.0631	0.1147	0.1897	0.0789	0.1351	0.2154	576003	0.3006	5.8220	5.6257e+00	2.8331	0.015	4327	1.6613	1.0173	1537.0	0.2353	1.1494	good
20_PF00382_2	74	0.2027	0.0270	0.0116	0.0250	0.0477	0.0284	0.0644	0.1459	0.0573	0.1184	0.2161	588599	0.2375	2.8733	7.9787e+00	1.9478	0.012	4646	1.0671	0.6001	1592.0	0.3529	1.2226	good
20_PF00383_1	176	0.0909	0.5568	0.0251	0.0469	0.0755	0.0635	0.1155	0.1791	0.0699	0.1186	0.1875	606637	0.3859	5.3240	9.2345e+00	3.2051	0.019	3800	1.4545	0.7593	1257.0	0.4118	1.7933	n
20_PF00383_2	190	0.0421	0.7105	0.0236	0.0444	0.0732	0.0509	0.1048	0.1685	0.0641	0.1098	0.1784	998895	0.3766	4.5752	3.9591e+00	1.8865	0.019	4358	2.7759	1.0750	1440.0	0.4118	1.4868	n
20_PF00383_3	174	0.3563	0.3563	0.0236	0.0443	0.0734	0.0527	0.1032	0.1757	0.0639	0.1137	0.1930	317914	0.3638	7.7727	1.0050e+02	7.4132	0.018	3958	0.4829	0.2781	1369.0	0.2353	1.1425	good
20_PF00389_1	322	0.1739	0.2795	0.0150	0.0276	0.0450	0.0337	0.0664	0.1081	0.0639	0.1178	0.1809	894473	0.3808	1.3444	1.0820e+01	1.2339	0.019	4335	1.2733	0.3525	1493.0	0.5294	1.4921	bad
20_PF00389_2	344	0.1134	0.1308	0.0170	0.0305	0.0485	0.0429	0.0776	0.1232	0.0691	0.1230	0.1863	2036595	0.3825	2.4576	3.1392e+00	1.4266	0.019	4406	1.6444	0.8848	1518.0	0.4706	1.8918	bad
20_PF00393_1	302	0.0894	0.7351	0.0227	0.0404	0.0641	0.0495	0.0944	0.1545	0.0631	0.1122	0.1784	1035807	0.3523	3.6734	3.7162e+01	3.3755	0.018	4285	0.4915	0.3144	1388.0	0.3529	1.0538	good
20_PF00394_1	183	0.0219	0.3716	0.0198	0.0374	0.0603	0.0403	0.0697	0.1105	0.0578	0.0952	0.1412	1019959	0.3450	3.5912	3.1817e+00	1.6882	0.017	4028	2.3784	1.0624	1433.0	0.5294	1.9084	bad
20_PF00397_1	30	0.7667	0.0000	0.0020	0.0136	0.0355	0.0232	0.2617	0.5020	0.0190	0.1745	0.3387	50730	0.2761	27.4866	3.6066e+03	27.3874	0.014	3793	0.2056	0.0873	1096.0	0.7059	2.1909	bad
20_PF00397_2	30	0.9333	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5760	0.2409	0.0005	2.3781e+00	0.0005	0.012	720	0.0670	0.0145	183.0	0.9412	5.3049	bad
20_PF00397_3	31	0.0968	0.0000	0.0403	0.0707	0.1131	0.0739	0.1328	0.2143	0.0560	0.0953	0.1465	217081	0.3661	14.5826	1.3159e+01	7.0053	0.018	3803	2.2791	1.0527	1198.0	1.0000	3.5385	bad
20_PF00397_4	30	0.7000	0.0000	0.0000	0.0000	0.0436	0.0000	0.0361	0.2511	0.0000	0.0283	0.1996	78643	0.2369	5.9658	3.2066e+02	5.7629	0.012	3796	0.3151	0.1364	985.0	0.7059	2.0913	bad
20_PF00398_1	285	0.2561	0.2386	0.0118	0.0224	0.0368	0.0411	0.0826	0.1600	0.0978	0.1668	0.2861	1407423	0.3024	1.1375	6.0475e+00	0.9449	0.015	4431	0.7010	0.4337	1540.0	0.5294	1.9139	bad
20_PF00406_1	169	0.3787	0.0592	0.0217	0.0407	0.0654	0.0409	0.0731	0.1158	0.0532	0.0938	0.1443	615305	0.3753	2.7909	1.5576e+01	2.3816	0.019	4003	0.6041	0.4233	1216.0	0.4706	1.6416	bad
